Year,State,Sex,Age,Uncontrolled_Direct Costs,Uncontrolled_Indirect Costs,Uncontrolled_QALYs_Lost
28,Maryland,Female,20 to 24 years,7564062.47268521,31160124.5168319,384.4283923
28,Maryland,Female,25 to 29 years,8325423.162033,34296546.7724609,423.1230311
28,Maryland,Female,30 to 34 years,9081400.99085424,37410794.3560973,461.5440968
28,Maryland,Female,35 to 39 years,10442127.0953551,43016299.9957803,530.7002878
28,Maryland,Female,40 to 44 years,11594160.9244459,47762098.6577691,589.25011
28,Maryland,Female,45 to 49 years,11163991.364454,45990016.9092244,567.3875998
28,Maryland,Female,50 to 54 years,9204717.00481144,37918794.1728229,467.8113874
28,Maryland,Female,55 to 59 years,8244436.01287687,33962920.5417045,419.0070208
28,Maryland,Female,60 to 64 years,8546533.9025198,35207411.566407,434.3605436
28,Maryland,Female,65 to 69 years,7576548.9328431,31211562.4385439,385.0629917
28,Maryland,Female,70 to 74 years,6575780.00909307,0,334.2009067
28,Maryland,Female,75 to 79 years,5094568.45359614,0,258.921283
28,Maryland,Female,80 to 84 years,3401713.36134903,0,172.8852985
28,Maryland,Female,85 and over,2563786.01136755,0,130.2993118
28,Maryland,Female,Total,118305328.742686,414707516.15859,6012.63243
28,Maryland,Male,15 to 19 years,6894928.35616015,33328724.1103403,350.4209851
28,Maryland,Male,20 to 24 years,4141642.00588666,20019880.7946521,210.4906964
28,Maryland,Male,25 to 29 years,4083506.36136428,19738864.5523975,207.5360682
28,Maryland,Male,30 to 34 years,4409319.8717579,21313782.8167227,224.0948902
28,Maryland,Male,35 to 39 years,4769435.24241502,23054509.5098146,242.3970358
28,Maryland,Male,40 to 44 years,4911258.99524361,23740057.5657409,249.6049453
28,Maryland,Male,45 to 49 years,4455014.92039712,21534663.6715534,226.4172499
28,Maryland,Male,50 to 54 years,3561500.91104251,17215593.1361942,181.0061821
28,Maryland,Male,55 to 59 years,3146540.29640411,15209755.348252,159.9166363
28,Maryland,Male,60 to 64 years,3373793.17789228,16308250.9669385,171.4663108
28,Maryland,Male,65 to 69 years,3211546.94742918,15523984.6810943,163.2204697
28,Maryland,Male,70 to 74 years,3032763.47998208,0,154.1341565
28,Maryland,Male,75 to 79 years,2419985.33692247,0,122.9909292
28,Maryland,Male,80 to 84 years,1637963.14190839,0,83.24621055
28,Maryland,Male,85 and over,1098897.9713795,0,55.84929817
28,Maryland,Male,Total,55148097.0161853,226988067.1537,2802.792064
28,Massacheusetts,Female,15 to 19 years,11899394.9879892,48903073.2493789,567.0000423
28,Massacheusetts,Female,20 to 24 years,9032231.291975,37119859.3644992,430.3811689
28,Massacheusetts,Female,25 to 29 years,9060729.20804331,37236977.5607058,431.73908
28,Massacheusetts,Female,30 to 34 years,9484051.56858572,38976710.078754,451.9101724
28,Massacheusetts,Female,35 to 39 years,11295010.494239,46419227.7094598,538.2014325
28,Massacheusetts,Female,40 to 44 years,13163655.2089671,54098817.2561257,627.2413907
28,Massacheusetts,Female,45 to 49 years,12897202.3181152,53003772.9070651,614.5450477
28,Massacheusetts,Female,50 to 54 years,10849539.3139939,44588469.9457244,516.9749602
28,Massacheusetts,Female,55 to 59 years,9711278.29790663,39910546.2443249,462.737409
28,Massacheusetts,Female,60 to 64 years,10225178.1894116,42022526.2283898,487.2244742
28,Massacheusetts,Female,65 to 69 years,9365275.59769618,38488575.1768922,446.2505586
28,Massacheusetts,Female,70 to 74 years,8718942.90399641,0,415.4531386
28,Massacheusetts,Female,75 to 79 years,7274780.85154234,0,346.6395606
28,Massacheusetts,Female,80 to 84 years,5102636.7438079,0,243.1380127
28,Massacheusetts,Female,85 and over,3918985.87956457,0,186.7376587
28,Massacheusetts,Female,Total,141998892.855834,480768555.72132,6766.174107
28,Massacheusetts,Male,15 to 19 years,9272672.88143096,47181339.2573329,441.8380868
28,Massacheusetts,Male,20 to 24 years,5429498.56693554,27626447.8602265,258.7128102
28,Massacheusetts,Male,25 to 29 years,5093040.51944016,25914477.4836451,242.6807575
28,Massacheusetts,Male,30 to 34 years,5273800.58178243,26834223.271575,251.2938814
28,Massacheusetts,Male,35 to 39 years,6063210.00361812,30850906.9420569,288.9088338
28,Massacheusetts,Male,40 to 44 years,6775873.61434963,34477091.5410644,322.8668878
28,Massacheusetts,Male,45 to 49 years,6350729.15728982,32313865.7788268,302.6089734
28,Massacheusetts,Male,50 to 54 years,5190534.07999801,26410545.5338075,247.3262755
28,Massacheusetts,Male,55 to 59 years,4537023.59943097,23085344.6897659,216.1868377
28,Massacheusetts,Male,60 to 64 years,4737791.99598759,24106897.1537871,225.7533484
28,Massacheusetts,Male,65 to 69 years,4367180.5130486,22221146.8062013,208.0939021
28,Massacheusetts,Male,70 to 74 years,4133013.61452073,0,196.93597
28,Massacheusetts,Male,75 to 79 years,3677172.67216776,0,175.2153839
28,Massacheusetts,Male,80 to 84 years,2756840.37277912,0,131.3620238
28,Massacheusetts,Male,85 and over,1897429.82780811,0,90.41155401
28,Massacheusetts,Male,Total,75555812.0005876,321022286.318289,3600.195526
28,Michigan,Female,15 to 19 years,20632054.0034585,69347560.6096972,847.6668623
28,Michigan,Female,20 to 24 years,15404405.9186865,51776617.7290646,632.8892134
28,Michigan,Female,25 to 29 years,14464456.5161693,48617300.7676909,594.2714413
28,Michigan,Female,30 to 34 years,16689978.7213287,56097628.9979604,685.706905
28,Michigan,Female,35 to 39 years,19887644.0019511,66845482.1598568,817.0828162
28,Michigan,Female,40 to 44 years,21516382.2068364,72319926.0209322,883.9994404
28,Michigan,Female,45 to 49 years,21661705.4437145,72808380.1504005,889.970038
28,Michigan,Female,50 to 54 years,19886206.9656456,66840652.056064,817.0237756
28,Michigan,Female,55 to 59 years,18456941.9260175,62036668.7034461,758.302496
28,Michigan,Female,60 to 64 years,19047444.8144526,64021441.2733068,782.5632764
28,Michigan,Female,65 to 69 years,18236737.1607674,61296526.0447379,749.2553947
28,Michigan,Female,70 to 74 years,17304058.4114557,0,710.936337
28,Michigan,Female,75 to 79 years,14073190.6754601,0,578.1963046
28,Michigan,Female,80 to 84 years,9544250.29234685,0,392.1250253
28,Michigan,Female,85 and over,6709164.93288895,0,275.6456912
28,Michigan,Female,Total,253514621.99118,692008184.513157,10415.63502
28,Michigan,Male,15 to 19 years,15364824.0848696,66828442.4281421,631.2629959
28,Michigan,Male,20 to 24 years,8917669.84635905,38786905.8980927,366.3820004
28,Michigan,Male,25 to 29 years,7875315.92745685,34253245.8656489,323.556944
28,Michigan,Male,30 to 34 years,8871531.81349884,38586231.1063922,364.4864217
28,Michigan,Male,35 to 39 years,10078635.7622193,43836462.1729027,414.0802244
28,Michigan,Male,40 to 44 years,10344189.2798018,44991472.335292,424.9904769
28,Michigan,Male,45 to 49 years,9608437.35030385,41791360.496051,394.7621472
28,Michigan,Male,50 to 54 years,8443389.308074,36724049.2410626,346.8962092
28,Michigan,Male,55 to 59 years,8082251.05038833,35153298.601222,332.0588627
28,Michigan,Male,60 to 64 years,8664056.81944706,37683830.2315965,355.9623224
28,Michigan,Male,65 to 69 years,8139821.24128705,35403696.9244831,334.424131
28,Michigan,Male,70 to 74 years,7550536.36382028,0,310.2133926
28,Michigan,Male,75 to 79 years,6143772.31282584,0,252.4165649
28,Michigan,Male,80 to 84 years,4425995.85566839,0,181.8418088
28,Michigan,Male,85 and over,2706083.02068731,0,111.1792797
28,Michigan,Male,Total,125216510.036708,454038995.300886,5144.513782
28,Minnesota,Female,15 to 19 years,8447833.93721855,32196955.8226949,397.0657113
28,Minnesota,Female,20 to 24 years,6541919.84839668,24933007.1968471,307.4837973
28,Minnesota,Female,25 to 29 years,7005457.5832613,26699673.5497255,329.271032
28,Minnesota,Female,30 to 34 years,7131816.77879929,27181262.2583533,335.2101762
28,Minnesota,Female,35 to 39 years,7641391.54493046,29123388.0571575,359.1612468
28,Minnesota,Female,40 to 44 years,8303313.629723,31646150.2563809,390.2729572
28,Minnesota,Female,45 to 49 years,8234698.79895529,31384640.7746099,387.0479179
28,Minnesota,Female,50 to 54 years,6893223.45063336,26271919.2357942,323.995795
28,Minnesota,Female,55 to 59 years,6152588.88395379,23449162.7041957,289.1844347
28,Minnesota,Female,60 to 64 years,6179835.29023627,23553006.04983,290.4650723
28,Minnesota,Female,65 to 69 years,5797958.47275353,22097571.3060156,272.5160701
28,Minnesota,Female,70 to 74 years,5564491.84496308,0,261.5426545
28,Minnesota,Female,75 to 79 years,4489267.41889476,0,211.004877
28,Minnesota,Female,80 to 84 years,3141278.01722573,0,147.6465801
28,Minnesota,Female,85 and over,2524050.98588086,0,118.6356299
28,Minnesota,Female,Total,94049126.485826,298536737.211605,4420.503952
28,Minnesota,Male,15 to 19 years,6502789.20771643,30160601.5677095,305.6445761
28,Minnesota,Male,20 to 24 years,4001313.6470176,18558502.0212452,188.070038
28,Minnesota,Male,25 to 29 years,3990183.12824235,18506877.5365357,187.5468805
28,Minnesota,Male,30 to 34 years,4109181.53635126,19058804.3266439,193.1400524
28,Minnesota,Male,35 to 39 years,4270821.07950704,19808505.0632021,200.7374461
28,Minnesota,Male,40 to 44 years,4416295.87713648,20483232.0563881,207.5750633
28,Minnesota,Male,45 to 49 years,4040772.43522513,18741515.9175068,189.9246828
28,Minnesota,Male,50 to 54 years,3209076.39109025,14884024.5839685,150.8332443
28,Minnesota,Male,55 to 59 years,3013073.44948288,13974942.8900849,141.6206996
28,Minnesota,Male,60 to 64 years,3186134.51253026,14777617.804299,149.7549284
28,Minnesota,Male,65 to 69 years,3018704.42031745,14001059.9088526,141.8853669
28,Minnesota,Male,70 to 74 years,2925458.22341312,0,137.5026023
28,Minnesota,Male,75 to 79 years,2424126.89070017,0,113.9389902
28,Minnesota,Male,80 to 84 years,1715419.90011618,0,80.62829216
28,Minnesota,Male,85 and over,1192197.68371755,0,56.03576311
28,Minnesota,Male,Total,52015548.3825642,202955683.676436,2444.838626
28,Mississippi,Female,15 to 19 years,3549342.32392151,10106548.3577815,196.9801062
28,Mississippi,Female,20 to 24 years,2722522.58720911,7752226.6582562,151.0935659
28,Mississippi,Female,25 to 29 years,2719517.49545818,7743669.83213786,150.9267904
28,Mississippi,Female,30 to 34 years,2974526.55920656,8469793.4909001,165.0791905
28,Mississippi,Female,35 to 39 years,3372151.44325573,9602007.50469526,187.1464313
28,Mississippi,Female,40 to 44 years,3494782.00335152,9951190.97944689,193.9521374
28,Mississippi,Female,45 to 49 years,3581349.29434879,10197686.367274,198.7564174
28,Mississippi,Female,50 to 54 years,3281045.35138966,9342588.14214823,182.0902587
28,Mississippi,Female,55 to 59 years,3041937.51653282,8661742.31912962,168.8203392
28,Mississippi,Female,60 to 64 years,3209106.99495964,9137747.80506965,178.09785
28,Mississippi,Female,65 to 69 years,3358018.32967163,9561764.27571139,186.3620769
28,Mississippi,Female,70 to 74 years,3549985.36149176,0,197.0157933
28,Mississippi,Female,75 to 79 years,2650403.43070397,0,147.0911233
28,Mississippi,Female,80 to 84 years,1585716.22704508,0,88.00350102
28,Mississippi,Female,85 and over,1053530.17466527,0,58.46843352
28,Mississippi,Female,Total,44143935.0932112,100526965.732551,2449.884015
28,Mississippi,Male,15 to 19 years,2539732.30345794,9642322.43542638,140.9491374
28,Mississippi,Male,20 to 24 years,1567601.96045576,5951542.03163102,86.99820206
28,Mississippi,Male,25 to 29 years,1488504.06445703,5651239.7453841,82.60845587
28,Mississippi,Male,30 to 34 years,1600272.11759102,6075577.22568877,88.81131853
28,Mississippi,Male,35 to 39 years,1712857.35669812,6503017.22614164,95.05953308
28,Mississippi,Male,40 to 44 years,1651405.24875228,6269708.7635357,91.6490864
28,Mississippi,Male,45 to 49 years,1528826.96389484,5804329.26485088,84.84628144
28,Mississippi,Male,50 to 54 years,1334112.48415319,5065078.20521791,74.04008823
28,Mississippi,Male,55 to 59 years,1316479.582022,4998133.30413925,73.06150386
28,Mississippi,Male,60 to 64 years,1534495.43432766,5825850.1233896,85.16086814
28,Mississippi,Male,65 to 69 years,1570019.06557437,5960718.78891452,87.13234568
28,Mississippi,Male,70 to 74 years,1633111.69731797,0,90.63383755
28,Mississippi,Male,75 to 79 years,1236865.988357,0,68.64313767
28,Mississippi,Male,80 to 84 years,810728.432476614,0,44.99351096
28,Mississippi,Male,85 and over,519443.902815724,0,28.82790833
28,Mississippi,Male,Total,22044456.6023515,67747517.1143198,1223.415215
28,Missouri,Female,15 to 19 years,8309610.79751634,26832219.8917577,422.3193992
28,Missouri,Female,20 to 24 years,7223972.75833966,23326631.0862324,367.1440107
28,Missouri,Female,25 to 29 years,7492735.74830743,24194482.5201091,380.8033537
28,Missouri,Female,30 to 34 years,7677886.57780036,24792345.3913257,390.2132754
28,Missouri,Female,35 to 39 years,8310780.26094819,26835996.1576652,422.3788349
28,Missouri,Female,40 to 44 years,8551511.68915516,27613332.0370348,434.6135297
28,Missouri,Female,45 to 49 years,8754420.00056376,28268534.8572689,444.92594
28,Missouri,Female,50 to 54 years,7625147.83421564,24622048.8998097,387.532934
28,Missouri,Female,55 to 59 years,6951555.88392408,22446981.0454954,353.2989662
28,Missouri,Female,60 to 64 years,7366810.05427659,23787861.0796359,374.4034314
28,Missouri,Female,65 to 69 years,7496168.49280553,24205567.0531215,380.9778161
28,Missouri,Female,70 to 74 years,7417643.16104427,0,376.9869227
28,Missouri,Female,75 to 79 years,6134480.04455634,0,311.772716
28,Missouri,Female,80 to 84 years,4040504.65576448,0,205.3505923
28,Missouri,Female,85 and over,2797195.336652,0,142.1618753
28,Missouri,Female,Total,106150423.29587,276926000.019456,5394.883598
28,Missouri,Male,15 to 19 years,6492079.67711003,26712333.1769955,329.9470042
28,Missouri,Male,20 to 24 years,3878969.69265672,15960421.9244332,197.1408999
28,Missouri,Male,25 to 29 years,3805363.67485251,15657562.3525844,193.4000208
28,Missouri,Male,30 to 34 years,4042201.38609984,16632055.6068835,205.4368252
28,Missouri,Male,35 to 39 years,4241808.41084154,17453359.3515323,215.5814542
28,Missouri,Male,40 to 44 years,4129102.77218963,16989620.3464164,209.8534149
28,Missouri,Male,45 to 49 years,3995143.01131817,16438429.0575409,203.0451771
28,Missouri,Male,50 to 54 years,3362595.11172245,13835745.3129182,170.8971915
28,Missouri,Male,55 to 59 years,2967332.22252615,12209395.281211,150.8087433
28,Missouri,Male,60 to 64 years,3149192.10763193,12957676.5845973,160.0514093
28,Missouri,Male,65 to 69 years,3252176.07539323,13381414.7695164,165.2853641
28,Missouri,Male,70 to 74 years,3291848.72815653,0,167.3016476
28,Missouri,Male,75 to 79 years,2787120.61442029,0,141.6498476
28,Missouri,Male,80 to 84 years,1891845.53523757,0,96.14927695
28,Missouri,Male,85 and over,1190104.57461775,0,60.48469191
28,Missouri,Male,Total,52476883.5947743,178228013.764629,2667.032969
28,Montana,Female,15 to 19 years,2694956.2832308,7462771.45414156,112.0529332
28,Montana,Female,20 to 24 years,2253928.60799323,6241494.22388399,93.71555055
28,Montana,Female,25 to 29 years,2214018.20287785,6130975.83296552,92.0561255
28,Montana,Female,30 to 34 years,2357624.15575895,6528644.02983924,98.02708256
28,Montana,Female,35 to 39 years,2540882.7636905,7036116.86585783,105.6467477
28,Montana,Female,40 to 44 years,2663360.42422975,7375277.39121769,110.7392167
28,Montana,Female,45 to 49 years,2804862.7927413,7767120.42147101,116.6227093
28,Montana,Female,50 to 54 years,2672112.57594791,7399513.52017124,111.1031203
28,Montana,Female,55 to 59 years,2620045.31556542,7255330.82344418,108.9382283
28,Montana,Female,60 to 64 years,2745828.85042438,7603645.8514791,114.1681513
28,Montana,Female,65 to 69 years,2892549.16698749,8009938.22698181,120.2685998
28,Montana,Female,70 to 74 years,3036679.65326165,0,126.2613663
28,Montana,Female,75 to 79 years,2477362.93603478,0,103.0056722
28,Montana,Female,80 to 84 years,1718598.5092227,0,71.4571903
28,Montana,Female,85 and over,1241364.20428945,0,51.61438096
28,Montana,Female,Total,36934174.4422561,78810828.6414532,1535.677075
28,Montana,Male,15 to 19 years,2262434.50653517,8113569.79667594,94.06921524
28,Montana,Male,20 to 24 years,1471419.70394143,5276823.01240019,61.17980275
28,Montana,Male,25 to 29 years,1393669.93138639,4997995.84437441,57.94706383
28,Montana,Male,30 to 34 years,1506841.62108345,5403853.51703298,62.65260204
28,Montana,Male,35 to 39 years,1563692.37252097,5607732.36455297,65.01638564
28,Montana,Male,40 to 44 years,1522560.5355761,5460224.87695335,63.30617497
28,Montana,Male,45 to 49 years,1474702.26105651,5288594.95814616,61.31628739
28,Montana,Male,50 to 54 years,1344990.52684318,4823421.17921568,55.92303468
28,Montana,Male,55 to 59 years,1380443.99293242,4950564.82506188,57.39714574
28,Montana,Male,60 to 64 years,1557649.52785585,5586061.44244702,64.76513167
28,Montana,Male,65 to 69 years,1632661.33026765,5855069.6690651,67.88402919
28,Montana,Male,70 to 74 years,1733461.89869363,0,72.07519156
28,Montana,Male,75 to 79 years,1494858.87244685,0,62.15437425
28,Montana,Male,80 to 84 years,1140378.79798698,0,47.41553326
28,Montana,Male,85 and over,826758.120448593,0,34.37557523
28,Montana,Male,Total,22306523.9995752,61363911.4859257,927.4775475
28,Nebareska,Female,15 to 19 years,2563095.43675805,8314005.19804735,124.5316135
28,Nebareska,Female,20 to 24 years,2075115.82191498,6731128.10491887,100.8224344
28,Nebareska,Female,25 to 29 years,2168584.86952301,7034317.02895388,105.3637601
28,Nebareska,Female,30 to 34 years,2244427.89371325,7280331.78451479,109.0487006
28,Nebareska,Female,35 to 39 years,2412853.31197671,7826659.39403091,117.2318876
28,Nebareska,Female,40 to 44 years,2486852.4644209,8066693.11624386,120.827241
28,Nebareska,Female,45 to 49 years,2605875.56196503,8452772.63457864,126.6101463
28,Nebareska,Female,50 to 54 years,2368640.60813023,7683245.0504494,115.0837509
28,Nebareska,Female,55 to 59 years,2261416.56405374,7335438.54780308,109.8741192
28,Nebareska,Female,60 to 64 years,2341291.2064141,7594530.80876709,113.7549415
28,Nebareska,Female,65 to 69 years,2442598.29396454,7923144.26592295,118.6770895
28,Nebareska,Female,70 to 74 years,2697106.06468405,0,131.0427092
28,Nebareska,Female,75 to 79 years,2360297.31489547,0,114.6783802
28,Nebareska,Female,80 to 84 years,1627253.78568129,0,79.06242452
28,Nebareska,Female,85 and over,1232822.11639277,0,59.89840452
28,Nebareska,Female,Total,33888231.3144881,84242265.9342308,1646.507603
28,Nebareska,Male,15 to 19 years,1936393.51267767,7455904.50967409,94.08241497
28,Nebareska,Male,20 to 24 years,1284350.11166286,4945271.57153389,62.40196498
28,Nebareska,Male,25 to 29 years,1321341.64034784,5087704.03876558,64.19925068
28,Nebareska,Male,30 to 34 years,1367279.00511766,5264581.62222546,66.43118245
28,Nebareska,Male,35 to 39 years,1391807.03902477,5359024.55307817,67.62291164
28,Nebareska,Male,40 to 44 years,1312256.94556312,5052724.25992881,63.75785794
28,Nebareska,Male,45 to 49 years,1206624.35052029,4645995.70161046,58.62554905
28,Nebareska,Male,50 to 54 years,1040182.74185147,4005127.6484247,50.53874831
28,Nebareska,Male,55 to 59 years,1054414.06965744,4059924.06272402,51.23019748
28,Nebareska,Male,60 to 64 years,1205153.23609892,4640331.31130097,58.55407288
28,Nebareska,Male,65 to 69 years,1248147.91420783,4805878.3513553,60.64303007
28,Nebareska,Male,70 to 74 years,1360599.27697134,0,66.10663842
28,Nebareska,Male,75 to 79 years,1197912.44478025,0,58.2022688
28,Nebareska,Male,80 to 84 years,878225.639601238,0,42.66983365
28,Nebareska,Male,85 and over,642711.317676149,0,31.22703753
28,Nebareska,Male,Total,18447399.2457589,55322467.6306215,896.2929589
28,Nevada,Female,15 to 19 years,4904131.06658884,14875985.414738,217.6875781
28,Nevada,Female,20 to 24 years,4144928.47730007,12573052.1342564,183.9876279
28,Nevada,Female,25 to 29 years,4659091.50152507,14132692.6791998,206.8106116
28,Nevada,Female,30 to 34 years,5140978.90857566,15594429.7211946,228.2009254
28,Nevada,Female,35 to 39 years,5851186.60443482,17748743.9476259,259.7260603
28,Nevada,Female,40 to 44 years,5954357.70622202,18061698.8390367,264.3056825
28,Nevada,Female,45 to 49 years,5531053.71679373,16777666.2780726,245.5158053
28,Nevada,Female,50 to 54 years,4746029.10695824,14396405.5638793,210.6696514
28,Nevada,Female,55 to 59 years,4455689.31995154,13515701.0357611,197.7818708
28,Nevada,Female,60 to 64 years,4951433.99582583,15019472.1355962,219.7872896
28,Nevada,Female,65 to 69 years,5075552.62776178,15395968.3860646,225.2967436
28,Nevada,Female,70 to 74 years,4840866.52579937,0,214.8793529
28,Nevada,Female,75 to 79 years,3506634.40440319,0,155.654639
28,Nevada,Female,80 to 84 years,2124473.70692381,0,94.30244212
28,Nevada,Female,85 and over,1372112.24089158,0,60.90615985
28,Nevada,Female,Total,67258519.9099555,168091816.135425,2985.51244
28,Nevada,Male,15 to 19 years,4027757.14300514,15134095.9276979,178.7865548
28,Nevada,Male,20 to 24 years,2591167.4450632,9736182.02041243,115.0183301
28,Nevada,Male,25 to 29 years,2784234.74884469,10461622.7538502,123.58832
28,Nevada,Male,30 to 34 years,3172553.64622084,11920711.5804034,140.8252574
28,Nevada,Male,35 to 39 years,3497635.27957917,13142189.5516167,155.2551804
28,Nevada,Male,40 to 44 years,3434222.02046348,12903917.4035028,152.4403537
28,Nevada,Male,45 to 49 years,2908171.07390523,10927307.2938553,129.0896816
28,Nevada,Male,50 to 54 years,2323522.8531562,8730520.85847156,103.1379577
28,Nevada,Male,55 to 59 years,2183012.10471742,8202558.75195823,96.90088044
28,Nevada,Male,60 to 64 years,2559244.01001069,9616231.3105576,113.601293
28,Nevada,Male,65 to 69 years,2564866.99193973,9637359.38379845,113.8508894
28,Nevada,Male,70 to 74 years,2484374.53230863,0,110.2779407
28,Nevada,Male,75 to 79 years,1951937.13995329,0,86.64378315
28,Nevada,Male,80 to 84 years,1294424.54398965,0,57.4577107
28,Nevada,Male,85 and over,823612.438188738,0,36.55901414
28,Nevada,Male,Total,38600735.9713461,120412696.836125,1713.433147
28,New Hampshire,Female,15 to 19 years,2542543.12982904,9603236.28992209,127.7185848
28,New Hampshire,Female,20 to 24 years,1961339.29458467,7408017.7715106,98.52319751
28,New Hampshire,Female,25 to 29 years,2027969.84488623,7659682.69359848,101.8702241
28,New Hampshire,Female,30 to 34 years,2360440.47163487,8915430.90516975,118.5710924
28,New Hampshire,Female,35 to 39 years,2934012.49423082,11081823.9144588,147.3831138
28,New Hampshire,Female,40 to 44 years,3324688.18867079,12557413.8316645,167.0077747
28,New Hampshire,Female,45 to 49 years,3269776.83452852,12350012.548028,164.2494339
28,New Hampshire,Female,50 to 54 years,2695212.84709704,10179872.8677011,135.3875836
28,New Hampshire,Female,55 to 59 years,2315210.83088148,8744597.64678082,116.2990894
28,New Hampshire,Female,60 to 64 years,2431936.05076754,9185471.13852541,122.1625022
28,New Hampshire,Female,65 to 69 years,2374687.92849386,8969243.83488651,119.2867794
28,New Hampshire,Female,70 to 74 years,2377819.1472702,0,119.4440687
28,New Hampshire,Female,75 to 79 years,2032785.79983373,0,102.1121421
28,New Hampshire,Female,80 to 84 years,1439131.85947076,0,72.29135358
28,New Hampshire,Female,85 and over,1022516.65427478,0,51.36368326
28,New Hampshire,Female,Total,35110071.3764543,106654803.442246,1763.670624
28,New Hampshire,Male,15 to 19 years,1718510.12068274,8197637.23246364,86.32525362
28,New Hampshire,Male,20 to 24 years,1007903.84994191,4807903.09442269,50.62964391
28,New Hampshire,Male,25 to 29 years,971834.77521112,4635846.38879433,48.81780004
28,New Hampshire,Male,30 to 34 years,1109524.47086762,5292653.79542857,55.73431322
28,New Hampshire,Male,35 to 39 years,1369277.15851318,6531726.10454582,68.78236943
28,New Hampshire,Male,40 to 44 years,1529561.77909716,7296315.82541899,76.83388472
28,New Hampshire,Male,45 to 49 years,1458332.91677351,6956539.89580249,73.25587286
28,New Hampshire,Male,50 to 54 years,1217704.04647447,5808692.02302686,61.16845597
28,New Hampshire,Male,55 to 59 years,1087792.8879792,5188989.79551232,54.64267903
28,New Hampshire,Male,60 to 64 years,1179166.66763389,5624861.01276801,59.23262273
28,New Hampshire,Male,65 to 69 years,1167168.51345142,5567627.41590801,58.6299241
28,New Hampshire,Male,70 to 74 years,1162711.76391014,0,58.40604993
28,New Hampshire,Male,75 to 79 years,1007670.56320242,0,50.61792531
28,New Hampshire,Male,80 to 84 years,731204.589738037,0,36.73031709
28,New Hampshire,Male,85 and over,533171.189990121,0,26.78258198
28,New Hampshire,Male,Total,17251535.2934669,65908792.5840917,866.5896939
28,New Jeresy,Female,15 to 19 years,15646906.0047429,62620100.9180177,729.4900954
28,New Jeresy,Female,20 to 24 years,11076453.3188507,44328803.6900008,516.4064375
28,New Jeresy,Female,25 to 29 years,11718106.2896048,46896747.3953436,546.3215841
28,New Jeresy,Female,30 to 34 years,13311374.0998455,53273125.641398,620.6029204
28,New Jeresy,Female,35 to 39 years,15813817.3919087,63288092.9098864,737.2718385
28,New Jeresy,Female,40 to 44 years,18012497.4846158,72087376.8865411,839.7787079
28,New Jeresy,Female,45 to 49 years,17475826.9968336,69939581.0159416,814.758055
28,New Jeresy,Female,50 to 54 years,14744923.7338753,59010299.6697152,687.4378754
28,New Jeresy,Female,55 to 59 years,12738429.7964335,50980159.2179282,593.8911095
28,New Jeresy,Female,60 to 64 years,13374023.9357931,53523855.0219122,623.5237812
28,New Jeresy,Female,65 to 69 years,12669407.789745,50703927.9282991,590.6731653
28,New Jeresy,Female,70 to 74 years,12045587.4111583,0,561.5894099
28,New Jeresy,Female,75 to 79 years,9737000.29050334,0,453.9584547
28,New Jeresy,Female,80 to 84 years,6490706.82632971,0,302.6097518
28,New Jeresy,Female,85 and over,4827541.80666838,0,225.0696676
28,New Jeresy,Female,Total,189682603.176909,626652070.294984,8843.382854
28,New Jeresy,Male,15 to 19 years,12880882.779134,64910482.6779488,600.5325528
28,New Jeresy,Male,20 to 24 years,6972835.63759388,35138129.4769186,325.0875625
28,New Jeresy,Male,25 to 29 years,6784615.96588682,34189636.2758329,316.3123845
28,New Jeresy,Male,30 to 34 years,7754265.5088137,39075979.93248,361.5193882
28,New Jeresy,Male,35 to 39 years,8955162.846577,45127647.9103265,417.5076272
28,New Jeresy,Male,40 to 44 years,9530841.67911124,48028659.5512218,444.3469273
28,New Jeresy,Male,45 to 49 years,8627091.27993802,43474400.6827418,402.2122737
28,New Jeresy,Male,50 to 54 years,6931203.7886406,34928334.5850102,323.1466024
28,New Jeresy,Male,55 to 59 years,6060423.7132258,30540222.6853291,282.5490913
28,New Jeresy,Male,60 to 64 years,6433484.10777394,32420181.5898052,299.941914
28,New Jeresy,Male,65 to 69 years,5874470.75221856,29603152.0930925,273.8795918
28,New Jeresy,Male,70 to 74 years,5447927.52568132,0,253.9932923
28,New Jeresy,Male,75 to 79 years,4500676.06571291,0,209.8305321
28,New Jeresy,Male,80 to 84 years,3185918.62886497,0,148.5339072
28,New Jeresy,Male,85 and over,2091217.37106939,0,97.4967421
28,New Jeresy,Male,Total,102031017.650242,437436827.460707,4756.890389
28,New Mexico,Female,15 to 19 years,5587716.63151043,17879036.3737966,242.4316316
28,New Mexico,Female,20 to 24 years,4397758.68821066,14071523.7967327,190.8034864
28,New Mexico,Female,25 to 29 years,4372701.02005849,13991346.6886438,189.7163211
28,New Mexico,Female,30 to 34 years,4692852.2232076,15015735.6087867,203.6065707
28,New Mexico,Female,35 to 39 years,5162742.37761645,16519244.7729753,223.9934737
28,New Mexico,Female,40 to 44 years,5292102.1508236,16933157.6900037,229.6059453
28,New Mexico,Female,45 to 49 years,5394043.84038575,17259340.8692669,234.0288414
28,New Mexico,Female,50 to 54 years,4857679.71350778,15543134.7037695,210.7578635
28,New Mexico,Female,55 to 59 years,4604758.56376779,14733862.0197534,199.7844926
