Year,State,Sex,Age,Uncontrolled_Direct Costs,Uncontrolled_Indirect Costs,Uncontrolled_QALYs_Lost
28,New Mexico,Female,60 to 64 years,4847019.46009168,15509025.053773,210.2953521
28,New Mexico,Female,65 to 69 years,4693792.74861788,15018745.0112188,203.6473769
28,New Mexico,Female,70 to 74 years,4633791.63393648,0,201.0441367
28,New Mexico,Female,75 to 79 years,3517303.25484152,0,152.6035809
28,New Mexico,Female,80 to 84 years,2159295.52638919,0,93.68433873
28,New Mexico,Female,85 and over,1486142.75166165,0,64.47857611
28,New Mexico,Female,Total,65699700.584627,172474152.58872,2850.481988
28,New Mexico,Male,15 to 19 years,4115231.32100172,16147325.7437556,178.5456045
28,New Mexico,Male,20 to 24 years,2461465.96989198,9658288.85977185,106.7944655
28,New Mexico,Male,25 to 29 years,2312387.51859834,9073335.51774997,100.3264689
28,New Mexico,Male,30 to 34 years,2449081.79173232,9609695.87842662,106.257159
28,New Mexico,Male,35 to 39 years,2586619.74110947,10149366.6520687,112.2244533
28,New Mexico,Male,40 to 44 years,2571400.6442067,10089650.0295885,111.5641495
28,New Mexico,Male,45 to 49 years,2504504.96111588,9827165.05572912,108.661778
28,New Mexico,Male,50 to 54 years,2183424.75030906,8567312.000249,94.73122201
28,New Mexico,Male,55 to 59 years,2077769.29487437,8152741.60980655,90.1471985
28,New Mexico,Male,60 to 64 years,2289521.98379954,8983615.83739637,99.33441275
28,New Mexico,Male,65 to 69 years,2159691.16630268,8474186.27240426,93.70150417
28,New Mexico,Male,70 to 74 years,2116755.81470247,0,91.83868828
28,New Mexico,Male,75 to 79 years,1719202.76610597,0,74.59024127
28,New Mexico,Male,80 to 84 years,1169428.37522921,0,50.73743853
28,New Mexico,Male,85 and over,800999.17088749,0,34.75257404
28,New Mexico,Male,Total,33517485.2698672,108732683.456947,1454.207358
28,New York,Female,15 to 19 years,36663161.3018791,133813744.244575,1756.659316
28,New York,Female,20 to 24 years,31322390.1906848,114320919.453562,1500.764434
28,New York,Female,25 to 29 years,33232637.9857088,121292969.893578,1592.291037
28,New York,Female,30 to 34 years,35294315.6379051,128817711.248917,1691.073169
28,New York,Female,35 to 39 years,39375560.2108343,143713497.593821,1886.619763
28,New York,Female,40 to 44 years,43778535.3417455,159783540.851459,2097.581584
28,New York,Female,45 to 49 years,42605314.5909034,155501502.535042,2041.368505
28,New York,Female,50 to 54 years,36573446.3881752,133486301.435745,1752.360763
28,New York,Female,55 to 59 years,32736815.6472142,119483310.245088,1568.534467
28,New York,Female,60 to 64 years,34440665.1163195,125702045.045746,1650.17181
28,New York,Female,65 to 69 years,31440556.5647677,114752204.820082,1506.426195
28,New York,Female,70 to 74 years,29726453.5624969,0,1424.297571
28,New York,Female,75 to 79 years,23526878.7380456,0,1127.254422
28,New York,Female,80 to 84 years,15998799.2733037,0,766.5580052
28,New York,Female,85 and over,11636060.2080055,0,557.5240334
28,New York,Female,Total,478351590.757989,1450667747.36761,22919.48508
28,New York,Male,15 to 19 years,30621972.5587026,134836558.190284,1467.204994
28,New York,Male,20 to 24 years,19271439.7416233,84857192.0424333,923.3615694
28,New York,Male,25 to 29 years,18554822.9301752,81701740.7006975,889.0259705
28,New York,Male,30 to 34 years,20108430.7026461,88542682.2636902,963.4647115
28,New York,Male,35 to 39 years,21674450.3240408,95438276.4453688,1038.498147
28,New York,Male,40 to 44 years,22825794.9079648,100507947.926843,1093.663063
28,New York,Male,45 to 49 years,20904236.8439341,92046824.9466036,1001.594546
28,New York,Male,50 to 54 years,17505615.1431247,77081804.2625358,838.7547837
28,New York,Male,55 to 59 years,15435507.8098579,67966579.9781735,739.568756
28,New York,Male,60 to 64 years,16101581.6619373,70899477.4439643,771.4826662
28,New York,Male,65 to 69 years,14404160.4910226,63425287.8552071,690.1533261
28,New York,Male,70 to 74 years,13606921.2042396,0,651.9548246
28,New York,Male,75 to 79 years,11108330.2975617,0,532.2386617
28,New York,Male,80 to 84 years,7590040.00189747,0,363.6651616
28,New York,Male,85 and over,4827680.52657819,0,231.310931
28,New York,Male,Total,254540985.145307,957304372.055801,12195.94211
28,North Carolina,Female,15 to 19 years,11306258.1564548,35457565.4237936,543.7303099
28,North Carolina,Female,20 to 24 years,9238639.7026456,28973305.5048276,444.296279
28,North Carolina,Female,25 to 29 years,9644486.02065751,30246080.4736795,463.813872
28,North Carolina,Female,30 to 34 years,11236883.1300365,35239998.3468735,540.3939891
28,North Carolina,Female,35 to 39 years,13244054.2564708,41534689.3531691,636.921042
28,North Carolina,Female,40 to 44 years,13368492.7321405,41924940.9581866,642.9054242
28,North Carolina,Female,45 to 49 years,12731064.8567783,39925902.8784925,612.2508211
28,North Carolina,Female,50 to 54 years,11078895.927986,34744534.5536973,532.7962119
28,North Carolina,Female,55 to 59 years,10595438.0246595,33228361.8288543,509.546193
28,North Carolina,Female,60 to 64 years,11786033.2861972,36962188.5993964,566.8032202
28,North Carolina,Female,65 to 69 years,11432830.6176336,35854509.4225061,549.8173179
28,North Carolina,Female,70 to 74 years,10749225.8109843,0,516.9420157
28,North Carolina,Female,75 to 79 years,8288662.13373657,0,398.6108196
28,North Carolina,Female,80 to 84 years,5245457.05353515,0,252.2597618
28,North Carolina,Female,85 and over,3623243.21122902,0,174.2457254
28,North Carolina,Female,Total,153569664.921145,394092077.343476,7385.333003
28,North Carolina,Male,15 to 19 years,8980509.12003402,34798307.8370955,431.8824972
28,North Carolina,Male,20 to 24 years,5581212.06527808,21626472.7261835,268.4065872
28,North Carolina,Male,25 to 29 years,5382190.01885675,20855288.1145797,258.8353995
28,North Carolina,Male,30 to 34 years,5994057.91523898,23226196.8380557,288.2607953
28,North Carolina,Male,35 to 39 years,6839169.72739385,26500895.4774152,328.9031459
28,North Carolina,Male,40 to 44 years,6601939.17148311,25581657.8481664,317.4944692
28,North Carolina,Male,45 to 49 years,5650039.79950896,21893171.2676006,271.7165882
28,North Carolina,Male,50 to 54 years,4554467.97949874,17647972.5889072,219.0293421
28,North Carolina,Male,55 to 59 years,4348829.60462063,16851150.5628413,209.139968
28,North Carolina,Male,60 to 64 years,5107277.83755299,19790039.075209,245.6145723
28,North Carolina,Male,65 to 69 years,5031123.66687887,19494951.5430017,241.952235
28,North Carolina,Male,70 to 74 years,4747369.80710266,0,228.3062018
28,North Carolina,Male,75 to 79 years,3659181.95609121,0,175.9740589
28,North Carolina,Male,80 to 84 years,2320239.03169795,0,111.5828305
28,North Carolina,Male,85 and over,1386274.52525967,0,66.6674568
28,North Carolina,Male,Total,76183882.2264965,248266103.879056,3663.766148
28,North Dakota,Female,15 to 19 years,1480370.18897211,4715017.46029471,70.21648728
28,North Dakota,Female,20 to 24 years,1400508.44083428,4460655.72045111,66.42850812
28,North Dakota,Female,25 to 29 years,1271132.09023261,4048588.68709668,60.29196677
28,North Dakota,Female,30 to 34 years,1256058.91589754,4000580.23576381,59.57702036
28,North Dakota,Female,35 to 39 years,1259496.24430551,4011528.21592516,59.74005872
28,North Dakota,Female,40 to 44 years,1242762.01020338,3958229.24613777,58.94632541
28,North Dakota,Female,45 to 49 years,1311169.5661893,4176109.08679685,62.19101266
28,North Dakota,Female,50 to 54 years,1311445.95355273,4176989.3877203,62.20412219
28,North Dakota,Female,55 to 59 years,1292289.43822235,4115975.38937447,61.29549594
28,North Dakota,Female,60 to 64 years,1365447.06966528,4348984.34360552,64.76548739
28,North Dakota,Female,65 to 69 years,1455258.62428705,4635036.47524961,69.02540286
28,North Dakota,Female,70 to 74 years,1644494.59896368,0,78.00118845
28,North Dakota,Female,75 to 79 years,1469007.99656381,0,69.67755908
28,North Dakota,Female,80 to 84 years,1069501.11352947,0,50.72826506
28,North Dakota,Female,85 and over,781343.804392605,0,37.06047157
28,North Dakota,Female,Total,19610286.0558117,46647694.248416,930.1493719
28,North Dakota,Male,15 to 19 years,1073443.52111614,4380031.51788857,50.91526019
28,North Dakota,Male,20 to 24 years,858594.291953925,3503370.21544195,40.72459418
28,North Dakota,Male,25 to 29 years,788295.319212237,3216525.39293687,37.3901938
28,North Dakota,Male,30 to 34 years,802358.245513915,3273907.13610585,38.05722242
28,North Dakota,Male,35 to 39 years,791119.699322001,3228049.86875317,37.52415897
28,North Dakota,Male,40 to 44 years,751685.527385011,3067144.41581768,35.65372882
28,North Dakota,Male,45 to 49 years,703346.857300378,2869905.44204907,33.36094311
28,North Dakota,Male,50 to 54 years,631410.466625325,2576379.37175125,29.9488772
28,North Dakota,Male,55 to 59 years,634422.710337542,2588670.39791102,30.09175306
28,North Dakota,Male,60 to 64 years,696484.383803844,2841904.1083839,33.03544427
28,North Dakota,Male,65 to 69 years,777547.955106412,3172672.32326741,36.88042795
28,North Dakota,Male,70 to 74 years,904129.304842293,0,42.88439764
28,North Dakota,Male,75 to 79 years,854640.014093806,0,40.53703602
28,North Dakota,Male,80 to 84 years,670704.228160281,0,31.81264744
28,North Dakota,Male,85 and over,511106.108569878,0,24.24263596
28,North Dakota,Male,Total,11449288.633343,34718560.1903067,543.059321
28,Ohio,Female,15 to 19 years,18106445.8298256,58821118.0167735,896.5159435
28,Ohio,Female,20 to 24 years,14426376.6618413,46865940.016941,714.3023432
28,Ohio,Female,25 to 29 years,14574622.2793221,47347534.9717578,721.6425226
28,Ohio,Female,30 to 34 years,15992568.5175064,51953915.6939361,791.8501945
28,Ohio,Female,35 to 39 years,18875179.4704016,61318448.1179304,934.5787401
28,Ohio,Female,40 to 44 years,20569090.4345166,66821335.7451634,1018.450429
28,Ohio,Female,45 to 49 years,20655007.7207374,67100449.0995994,1022.704506
28,Ohio,Female,50 to 54 years,18552116.0028072,60268934.8930335,918.5826936
28,Ohio,Female,55 to 59 years,16970746.9679415,55131654.1974104,840.2833649
28,Ohio,Female,60 to 64 years,17855637.1700773,58006333.8281296,884.0974951
28,Ohio,Female,65 to 69 years,16645964.4522498,54076556.4236766,824.2022021
28,Ohio,Female,70 to 74 years,16424673.9833579,0,813.2453067
28,Ohio,Female,75 to 79 years,13250927.4593333,0,656.1015809
28,Ohio,Female,80 to 84 years,9033848.57122954,0,447.2986776
28,Ohio,Female,85 and over,6140399.86099876,0,304.0335153
28,Ohio,Female,Total,238073605.382146,627712221.004352,11787.88951
28,Ohio,Male,15 to 19 years,13780381.8424134,54071398.9386677,682.3167917
28,Ohio,Male,20 to 24 years,7749608.93853715,30407879.9358524,383.7113056
28,Ohio,Male,25 to 29 years,7282781.20942962,28576143.4379191,360.596968
28,Ohio,Male,30 to 34 years,8166009.14993114,32041749.171546,404.3287935
28,Ohio,Male,35 to 39 years,9270336.05938545,36374902.0233796,459.0080326
28,Ohio,Male,40 to 44 years,9488020.2161053,37229050.1170412,469.7863664
28,Ohio,Male,45 to 49 years,8780585.01114665,34453219.1111945,434.7586782
28,Ohio,Male,50 to 54 years,7672189.40819077,30104101.5384992,379.8779832
28,Ohio,Male,55 to 59 years,7206216.07146217,28275717.5014556,356.8059497
28,Ohio,Male,60 to 64 years,7741873.6171392,30377528.1173026,383.3283017
28,Ohio,Male,65 to 69 years,7009501.31231726,27503849.0336232,347.065887
28,Ohio,Male,70 to 74 years,6784705.05374773,0,335.9354072
28,Ohio,Male,75 to 79 years,5507339.19037402,0,272.6883805
28,Ohio,Male,80 to 84 years,3827824.2263498,0,189.5294902
28,Ohio,Male,85 and over,2335586.4701262,0,115.6433752
28,Ohio,Male,Total,112602957.776656,369415538.926481,5575.381711
28,Oklahama,Female,15 to 19 years,6200157.89408708,19140976.6980838,311.1489223
28,Oklahama,Female,20 to 24 years,5243792.83349688,16188509.7363833,263.1546674
28,Oklahama,Female,25 to 29 years,5396031.46698889,16658497.144123,270.7946159
28,Oklahama,Female,30 to 34 years,5598545.40245548,17283693.2417095,280.9575817
28,Oklahama,Female,35 to 39 years,6080636.9206464,18771994.4549474,305.1508779
28,Oklahama,Female,40 to 44 years,6044026.34528783,18658971.1768611,303.3136116
28,Oklahama,Female,45 to 49 years,6192069.40661975,19116006.1162406,310.7430093
28,Oklahama,Female,50 to 54 years,5557804.15366333,17157917.8490336,278.9130216
28,Oklahama,Female,55 to 59 years,5123505.66169383,15817162.1042922,257.1181722
28,Oklahama,Female,60 to 64 years,5543964.75521126,17115193.1946277,278.2185048
28,Oklahama,Female,65 to 69 years,5901150.91365535,18217889.6182425,296.1435464
28,Oklahama,Female,70 to 74 years,6068175.25782179,0,304.5255014
28,Oklahama,Female,75 to 79 years,4981712.92218713,0,250.0024408
28,Oklahama,Female,80 to 84 years,3140389.1558946,0,157.5973899
28,Oklahama,Female,85 and over,2068583.07384256,0,103.8098392
28,Oklahama,Female,Total,79140546.1635522,194126811.334545,3971.591702
28,Oklahama,Male,15 to 19 years,5253068.52668103,19532536.4935745,263.6201591
28,Oklahama,Male,20 to 24 years,3261357.53379882,12126737.8721533,163.6680709
28,Oklahama,Male,25 to 29 years,3141195.15879766,11679936.9284871,157.6378384
28,Oklahama,Male,30 to 34 years,3232205.40901372,12018341.2391496,162.2050997
28,Oklahama,Male,35 to 39 years,3257591.67758344,12112735.2518595,163.479085
28,Oklahama,Male,40 to 44 years,2967191.87538925,11032938.8042643,148.9056521
28,Oklahama,Male,45 to 49 years,2773620.69063759,10313181.1595539,139.1914695
28,Oklahama,Male,50 to 54 years,2384967.8248161,8868049.37678098,119.6873017
28,Oklahama,Male,55 to 59 years,2269588.8983169,8439034.77684031,113.8971219
28,Oklahama,Male,60 to 64 years,2537126.6385471,9433822.99403428,127.3232445
28,Oklahama,Male,65 to 69 years,2650277.06596282,9854551.34386175,133.0015891
28,Oklahama,Male,70 to 74 years,2741571.75753069,0,137.5831249
28,Oklahama,Male,75 to 79 years,2320631.07307262,0,116.4586241
28,Oklahama,Male,80 to 84 years,1590207.6407607,0,79.80303115
28,Oklahama,Male,85 and over,999373.913461322,0,50.15261247
28,Oklahama,Male,Total,41379975.6843698,125411866.24056,2076.614025
28,Oregon,Female,15 to 19 years,7135490.88095846,26392324.1657749,301.2715091
28,Oregon,Female,20 to 24 years,6224896.16150712,23024271.2286553,262.8247856
28,Oregon,Female,25 to 29 years,6608756.8694593,24444072.1096027,279.0319809
28,Oregon,Female,30 to 34 years,7150040.46855862,26446139.3046109,301.8858153
28,Oregon,Female,35 to 39 years,7908220.12197661,29250448.5697661,333.897338
28,Oregon,Female,40 to 44 years,8326789.31546782,30798627.1078267,351.5699796
28,Oregon,Female,45 to 49 years,8065396.01211233,29831801.2913533,340.5335482
28,Oregon,Female,50 to 54 years,7464030.93771317,27607508.3519745,315.1429807
28,Oregon,Female,55 to 59 years,7620553.02203856,28186442.8159849,321.7515862
28,Oregon,Female,60 to 64 years,8158925.22124073,30177741.5002986,344.4824967
28,Oregon,Female,65 to 69 years,7753805.16380307,28679307.8171325,327.3776986
28,Oregon,Female,70 to 74 years,7143930.17855468,0,301.6278294
28,Oregon,Female,75 to 79 years,5421149.96599022,0,228.8893727
28,Oregon,Female,80 to 84 years,3563023.10474158,0,150.4363702
28,Oregon,Female,85 and over,2803757.80697467,0,118.3790099
28,Oregon,Female,Total,101348765.231097,304838684.26298,4279.102301
28,Oregon,Male,15 to 19 years,5104016.62609044,22499292.2673902,215.4995104
28,Oregon,Male,20 to 24 years,3426012.26624886,15102390.3205897,144.6515598
28,Oregon,Male,25 to 29 years,3673685.46964516,16194171.9894677,155.1087072
28,Oregon,Male,30 to 34 years,4316666.77567,19028532.7266117,182.2563767
28,Oregon,Male,35 to 39 years,4630942.76093684,20413909.727344,195.525597
28,Oregon,Male,40 to 44 years,4359607.16319381,19217820.5757215,184.0693866
28,Oregon,Male,45 to 49 years,3730697.77971165,16445491.0428713,157.5158554
28,Oregon,Male,50 to 54 years,3229483.11048355,14236059.4994822,136.3537935
28,Oregon,Male,55 to 59 years,3405216.2855125,15010718.4310071,143.7735212
28,Oregon,Male,60 to 64 years,3849316.15712493,16968379.1400735,162.5241076
28,Oregon,Male,65 to 69 years,3582479.73240447,15792123.0368543,151.2578593
28,Oregon,Male,70 to 74 years,3340348.02757905,0,141.0346826
28,Oregon,Male,75 to 79 years,2727538.39436099,0,115.1609079
28,Oregon,Male,80 to 84 years,2009085.39429573,0,84.82670622
28,Oregon,Male,85 and over,1445628.02194682,0,61.0366607
28,Oregon,Male,Total,52830723.9652048,190908888.757413,2230.595232
28,Pennsylvania,Female,15 to 19 years,22998788.4169859,78090178.2543827,1089.875598
28,Pennsylvania,Female,20 to 24 years,18245283.9169191,61950110.0467428,864.6146641
28,Pennsylvania,Female,25 to 29 years,17893754.0023425,60756523.9676276,847.9562268
28,Pennsylvania,Female,30 to 34 years,19442806.5654342,66016183.2411526,921.3633367
28,Pennsylvania,Female,35 to 39 years,22774823.9322695,77329728.3464545,1079.262281
28,Pennsylvania,Female,40 to 44 years,25542975.8153931,86728722.331228,1210.440548
28,Pennsylvania,Female,45 to 49 years,25603749.7972717,86935074.5525748,1213.320529
28,Pennsylvania,Female,50 to 54 years,23055426.4678589,78282487.3190369,1092.559584
28,Pennsylvania,Female,55 to 59 years,20975448.2008165,71220120.7850406,993.9927591
28,Pennsylvania,Female,60 to 64 years,21372879.7213324,72569561.3607051,1012.8264
28,Pennsylvania,Female,65 to 69 years,19117672.8245706,64912222.8359252,905.9557715
28,Pennsylvania,Female,70 to 74 years,17461698.1646132,0,827.4817954
28,Pennsylvania,Female,75 to 79 years,13968749.1870645,0,661.9565605
28,Pennsylvania,Female,80 to 84 years,9479455.90672263,0,449.2161713
28,Pennsylvania,Female,85 and over,6814484.86231528,0,322.9274791
28,Pennsylvania,Female,Total,284747997.78191,804790913.040871,13493.7497
28,Pennsylvania,Male,15 to 19 years,17313963.6021393,71917764.0090639,820.4808921
28,Pennsylvania,Male,20 to 24 years,10045748.1918267,41727461.3922027,476.051852
28,Pennsylvania,Male,25 to 29 years,9024320.56430213,37484713.0096446,427.6480393
28,Pennsylvania,Male,30 to 34 years,9761696.59485335,40547583.9137148,462.5911036
28,Pennsylvania,Male,35 to 39 years,11254546.7677438,46748500.636305,533.3348726
28,Pennsylvania,Male,40 to 44 years,12138494.9910487,50420194.8353169,575.2237574
